id,name,type,price,price_change,price_radio
002370.SZ,亚太药业,"医药制造业,CRO,工业大麻,标准普尔,融资融券,转债标的,长江三角,预亏预减",4.55,-0.1,-2.1505
002371.SZ,北方华创,"专用设备制造业,HS300_,OLED,中芯概念,军工,半导体,华为概念,国产芯片,基金重仓,太阳能,宁组合,富时罗素,标准普尔,氮化镓,深成500,深证100R,第三代半导体,茅指数",357,-1.03,-0.2877
002372.SZ,伟星新材,"橡胶和塑料制品业,QFII重仓,中证500,富时罗素,新材料,标准普尔,海绵城市,深成500,融资融券,长江三角",17.94,0.04,0.2235
002373.SZ,千方科技,"软件和信息技术服务业,ETC,PPP模式,中证500,互联金融,人工智能,华为概念,国家安防,富时罗素,无人驾驶,标准普尔,深成500,物联网,电子车牌,百度概念,蚂蚁概念,融资融券,超清视频,车联网,阿里概念,雄安新区",14.98,-0.07,-0.4651
002374.SZ,中锐股份,"金属制品业,PPP模式,区块链,太阳能",3.22,-0.03,-0.9231
002375.SZ,亚厦股份,"建筑装饰和其他建筑业,3D打印,中证500,创投,垃圾分类,富时罗素,智能家居,标准普尔,深成500,装配建筑,长江三角",7.21,-0.24,-3.2215
002376.SZ,新北洋,"计算机、通信和其他电子设备制造业,富时罗素,彩票概念,快递概念,换电概念,新零售,智能机器,机构重仓,标准普尔,物联网,盲盒经济,融资融券,转债标的",8.34,0.03,0.361
002377.SZ,国创高新,"房地产业,天然气,数据中心,租售同权",3.49,-0.04,-1.1331
002378.SZ,章源钨业,"有色金属冶炼和压延加工业,小金属,深股通,稀缺资源",10.31,-0.5,-4.6253
002379.SZ,宏创控股,"有色金属冶炼和压延加工业,0",3.87,-0.04,-1.023
002380.SZ,科远智慧,"软件和信息技术服务业,专精特新,华为概念,国产软件,工业4.0,工业互联,昨日触板,智慧城市,智能机器,边缘计算,长江三角",14.12,0.94,7.132
002381.SZ,双箭股份,"橡胶和塑料制品业,养老概念,养老金,长江三角",7.7,-0.08,-1.0283
002382.SZ,蓝帆医疗,"专用设备制造业,MSCI中国,中证500,医疗器械,口罩,富时罗素,机构重仓,标准普尔,深成500,深股通,特斯拉,病毒防治,融资融券,转债标的",19.24,0.17,0.8915
002383.SZ,合众思壮,"计算机、通信和其他电子设备制造业,UWB概念,军工,北斗导航,华为概念,国产芯片,大数据,富时罗素,无人驾驶,智慧城市,标准普尔,水利建设,物联网,融资融券,车联网",7.04,0.03,0.428
002384.SZ,东山精密,"计算机、通信和其他电子设备制造业,5G概念,HS300_,LED,MSCI中国,MiniLED,OLED,PCB,分拆预期,创投,华为概念,口罩,富时罗素,小米概念,新能源车,标准普尔,深成500,特斯拉,苹果概念,融资融券,长江三角",20.81,0.47,2.3107
002385.SZ,大北农,"农副食品加工业,MSCI中国,中证500,乡村振兴,乳业,互联金融,农业种植,北交所概念,富时罗素,标准普尔,水产养殖,消毒剂,深成500,猪肉概念,生物疫苗,移动支付,转基因",7.9,-0.25,-3.0675
002386.SZ,天原股份,"化学原料和化学制品制造业,新材料,燃料电池,磷化工,钛白粉,锂电池",17.91,-0.39,-2.1311
002387.SZ,维信诺,"计算机、通信和其他电子设备制造业,MSCI中国,MicroLED,OLED,中证500,富时罗素,小米概念,屏下摄像,智能穿戴,标准普尔,深成500,融资融券,雄安新区",9.05,-0.05,-0.5495
002388.SZ,新亚制程,"计算机、通信和其他电子设备制造业,华为概念,富士康,深圳特区",5.39,-0.21,-3.75
002389.SZ,航天彩虹,"计算机、通信和其他电子设备制造业,MSCI中国,MiniLED,军工,军民融合,基金重仓,太阳能,新材料,新能源,无人机,标准普尔,深成500,纳米银,苹果概念,融资融券,被动元件,超级电容,锂电池,长江三角",21.75,-0.31,-1.4053
002390.SZ,信邦制药,"医药制造业,中药,中证500,互联医疗,基金重仓,富时罗素,工业大麻,标准普尔,深成500,独角兽,精准医疗,融资融券",8.37,0.44,5.5486
002391.SZ,长青股份,"化学原料和化学制品制造业,节能环保,蝗虫防治,长江三角",7.56,0.21,2.8571
002392.SZ,北京利尔,"非金属矿物制品业,参股券商,小金属,新材料,雄安新区",5.76,0.14,2.4911
002393.SZ,力生制药,"医药制造业,专精特新,维生素,肝素概念",20.01,0,0
002394.SZ,联发股份,"纺织业,一带一路,口罩,证金持股,贬值受益,长江三角",7.95,0.05,0.6329
002395.SZ,双象股份,"橡胶和塑料制品业,中超概念,体育产业,化工原料,新材料,智能家居,长江三角",10.67,-0.28,-2.5571
002396.SZ,星网锐捷,"计算机、通信和其他电子设备制造业,5G概念,IPv6,WiFi,中证500,云计算,分拆预期,华为概念,在线教育,富时罗素,数字货币,数据中心,智能家居,标准普尔,深成500,物联网,移动支付,网络安全,证金持股,车联网",24.29,0.09,0.3719
002397.SZ,梦洁股份,"纺织业,口罩,婴童概念,工业4.0,新零售,智能家居,电商概念,网红直播",4.15,0.01,0.2416
002398.SZ,垒知集团,"专业技术服务业,养老金,基金重仓,水利建设,碳交易,装配建筑",6.5,-0.19,-2.8401
002399.SZ,海普瑞,"医药制造业,AH股,中证500,单抗概念,富时罗素,标准普尔,深圳特区,深成500,生物疫苗,肝素概念",16.17,0.19,1.189
002400.SZ,省广集团,"商务服务业,云计算,体育产业,创投,区块链,参股新三板,大数据,字节概念,富时罗素,数据中心,深股通,百度概念,网红直播",4.47,-0.11,-2.4018
002401.SZ,中远海科,"软件和信息技术服务业,ETC,中字头,区块链,国企改革,国家安防,智慧城市,车联网,进口博览,长江三角,阿里概念",9.46,-0.17,-1.7653
002402.SZ,和而泰,"计算机、通信和其他电子设备制造业,5G概念,人工智能,军工,分拆预期,北斗导航,半导体,国产芯片,基金重仓,大数据,天基互联,富时罗素,智能家居,标准普尔,氮化镓,深圳特区,深成500,深股通,物联网,纾困概念,航天概念,融资融券",20.46,-0.27,-1.3025
002403.SZ,爱仕达,"金属制品业,土地流转,智能机器,长江三角",7.14,-0.03,-0.4184
002404.SZ,嘉欣丝绸,"纺织服装、服饰业,C2M概念,RCEP概念,军工,创投,口罩,国产芯片,太阳能,电商概念,贬值受益,退税商店,长江三角",6.15,-0.1,-1.6
002405.SZ,四维图新,"软件和信息技术服务业,人工智能,北斗导航,区块链,华为概念,华为汽车,国产芯片,国产软件,国企改革,大数据,富时罗素,工业互联,无人驾驶,机构重仓,标准普尔,汽车芯片,深成500,特斯拉,独角兽,胎压监测,超清视频,车联网",11.4,-0.1,-0.8696
002406.SZ,远东传动,"汽车制造业,军工,军民融合,工业4.0,新能源车,转债标的",6.45,-0.05,-0.7692
002407.SZ,多氟多,"化学原料和化学制品制造业,创投,化工原料,口罩,富时罗素,新材料,新能源车,标准普尔,氟化工,特斯拉,独角兽,股权激励,锂电池",58.75,2.06,3.6338
002408.SZ,齐翔腾达,"化学原料和化学制品制造业,中证500,富时罗素,标准普尔,氢能源,深成500,转债标的,降解塑料,预盈预增",17.9,0.32,1.8202
002409.SZ,雅克科技,"化学原料和化学制品制造业,MSCI中国,OLED,中芯概念,光刻胶,半导体,国产芯片,基金重仓,富时罗素,工业气体,标准普尔,氟化工,深成500,深股通,磷化工",80.21,-1.48,-1.8117
002410.SZ,广联达,"软件和信息技术服务业,HS300_,QFII重仓,国产软件,基金重仓,央视50_,数字孪生,机构重仓,标准普尔,深成500,深证100R,电商概念,雄安新区",61.4,0.59,0.9702
002411.SZ,延安必康,"医药制造业,CAR-T细胞疗法,PPP模式,军工,冷链物流,分拆预期,口罩,新材料,新能源,新能源车,氟化工,流感,纾困概念,融资融券,锂电池,预盈预增",15.89,0.65,4.2651
002412.SZ,汉森制药,"医药制造业,中药,参股银行,融资融券",5.98,-0.04,-0.6645
002413.SZ,雷科防务,"计算机、通信和其他电子设备制造业,5G概念,军工,军民融合,北斗导航,华为概念,国产芯片,天基互联,无人机,无人驾驶,标准普尔,百度概念,空间站概念,航天概念,融资融券,转债标的,长江三角",6.56,-0.15,-2.2355
002414.SZ,高德红外,"计算机、通信和其他电子设备制造业,HS300_,MSCI中国,传感器,全息技术,军工,军民融合,医疗器械,半导体,国产芯片,国家安防,富时罗素,无人机,无人驾驶,标准普尔,深成500,深证100R,湖北自贸",25.1,0.1,0.4
002415.SZ,海康威视,"计算机、通信和其他电子设备制造业,HS300_,MSCI中国,云计算,人工智能,分拆预期,国企改革,国家安防,基金重仓,大数据,央视50_,无人机,无人驾驶,智慧城市,机构重仓,标准普尔,深成500,深证100R,物联网,生物识别,茅指数,虚拟现实,证金持股,超清视频,边缘计算,长江三角",55.09,0.87,1.6046
002416.SZ,爱施德,"批发业,中证500,互联金融,内贸流通,区块链,华为概念,参股保险,富时罗素,新零售,标准普尔,深圳特区,物联网,电子烟,纾困概念,网红直播,苹果概念,阿里概念",10.06,-0.01,-0.0993
002417.SZ,深南股份,"软件和信息技术服务业,云计算,互联金融,国产软件,壳资源,大数据,深圳特区,股权激励",4.88,-0.12,-2.4
002418.SZ,康盛股份,"通用设备制造业,新能源车,机构重仓,氢能源,燃料电池,石墨烯,超级电容,锂电池",3.83,-0.05,-1.2887
002419.SZ,天虹股份,"零售业,中证500,养老金,内贸流通,国企改革,富时罗素,新零售,标准普尔,深圳特区,深成500,电商概念",5.96,-0.1,-1.6502
002420.SZ,毅昌股份,"橡胶和塑料制品业,3D打印,军工,壳资源,新能源车,超清视频",6.2,0.01,0.1615
002421.SZ,达实智能,"软件和信息技术服务业,互联医疗,人工智能,区块链,华为概念,国产软件,大数据,富时罗素,数字孪生,数据中心,无人驾驶,智慧城市,智慧政务,标准普尔,深圳特区,物联网,碳交易,粤港自贸,融资融券,装配建筑,边缘计算,雄安新区",3.69,-0.08,-2.122
002422.SZ,科伦药业,"医药制造业,MSCI中国,中证500,分拆预期,富时罗素,机构重仓,标准普尔,流感,深成500,融资融券,超级真菌",18.02,-0.14,-0.7709
002423.SZ,中粮资本,"其他金融业,中证500,互联金融,参股保险,参股期货,国企改革,富时罗素,深成500,深股通",8.91,-0.26,-2.8353
002424.SZ,贵州百灵,"医药制造业,CAR-T细胞疗法,中药,中证500,互联医疗,健康中国,参股银行,口罩,富时罗素,工业大麻,标准普尔,深成500,独家药品",6.63,-0.04,-0.5997
002425.SZ,凯撒文化,"互联网和相关服务,云游戏,元宇宙概念,创投,华为概念,字节概念,影视概念,快手概念,手游概念,深股通,网络游戏,融资融券",7.32,-0.25,-3.3025
002426.SZ,胜利精密,"计算机、通信和其他电子设备制造业,5G概念,半导体,华为概念,小米概念,智能穿戴,机器视觉,标准普尔,特斯拉,纾困概念,苹果概念,锂电池",3.05,-0.04,-1.2945
002427.SZ,ST尤夫,"化学纤维制造业,ST股,军民融合,燃料电池,纾困概念,锂电池",5.28,-0.12,-2.2222
002428.SZ,云南锗业,"有色金属冶炼和压延加工业,军工,半导体,太阳能,富时罗素,小金属,稀缺资源,预亏预减",14,-0.39,-2.7102
002429.SZ,兆驰股份,"计算机、通信和其他电子设备制造业,5G概念,LED,MSCI中国,MiniLED,中证500,分拆预期,半导体,国产芯片,富士康,富时罗素,小米概念,拼多多概念,智能电视,标准普尔,氮化镓,深圳特区,深成500,第三代半导体,超清视频",5.18,-0.15,-2.8143
002430.SZ,杭氧股份,"专用设备制造业,MSCI中国,半导体,国企改革,基金重仓,天然气,富时罗素,工业气体,标准普尔,氦气概念,深成500,深股通,煤化工,融资融券",29.98,-1.86,-5.8417
002431.SZ,棕榈股份,"土木工程建筑业,PPP模式,乡村振兴,体育产业,水利建设,粤港自贸,虚拟现实,雄安新区",2.98,-0.04,-1.3245
002432.SZ,九安医疗,"专用设备制造业,互联医疗,健康中国,创投,医疗器械,小米概念,智能穿戴",7.07,-0.04,-0.5626
002433.SZ,太安堂,"医药制造业,中药,互联医疗,化妆品概念,婴童概念,电商概念,辅助生殖",7.56,0.1,1.3405
002434.SZ,万里扬,"汽车制造业,中证500,富时罗素,新能源车,标准普尔,深成500,融资融券",9.58,0.02,0.2092
002435.SZ,长江健康,"医药制造业,中药,健康中国,医疗器械,医疗美容,婴童概念,流感,病毒防治,超级真菌",4.93,-0.05,-1.004
002436.SZ,兴森科技,"计算机、通信和其他电子设备制造业,5G概念,MSCI中国,PCB,互联金融,军工,军民融合,半导体,华为概念,国产芯片,富时罗素,标准普尔,深圳特区,深成500,纾困概念,融资融券,转债标的",11.72,-0.09,-0.7621
002437.SZ,誉衡药业,"医药制造业,单抗概念,机构重仓,标准普尔",2.7,-0.02,-0.7353
002438.SZ,江苏神通,"通用设备制造业,军工,核能核电,氢能源,节能环保",16.45,0.64,4.0481
002439.SZ,启明星辰,"互联网和相关服务,QFII重仓,VPN,中证500,云计算,人工智能,军工,军民融合,国产软件,大数据,富时罗素,工业互联,标准普尔,深成500,网络安全,车联网",28.15,-0.34,-1.1934
002440.SZ,闰土股份,"化学原料和化学制品制造业,QFII重仓,中证500,富时罗素,标准普尔,深成500,证金持股",10.22,-0.17,-1.6362
002441.SZ,众业达,"批发业,充电桩,内贸流通,新能源车,智能机器,智能电网,电商概念",9.47,0.04,0.4242
002442.SZ,龙星化工,"化学原料和化学制品制造业,京津冀,新能源车,氟化工,煤化工",9.47,-0.25,-2.572
002443.SZ,金洲管道,"金属制品业,国家安防,天然气,智慧城市,水利建设,油气设服,海绵城市,石墨烯",6.25,-0.04,-0.6359
002444.SZ,巨星科技,"金属制品业,IPO受益,中证500,人工智能,参股银行,口罩,基金重仓,富时罗素,工业4.0,无人驾驶,智能家居,智能机器,标准普尔,深成500,激光雷达,电商概念,贬值受益",27.14,-1.67,-5.7966
002445.SZ,中南文化,"广播、电视、电影和影视录音制作业,IPO受益,影视概念,机构重仓,海工装备,独角兽,虚拟现实",2.69,0.03,1.1278
002446.SZ,盛路通信,"计算机、通信和其他电子设备制造业,5G概念,6G概念,军工,军民融合,北斗导航,华为概念,国产芯片,天基互联,富时罗素,标准普尔,融资融券,转债标的,量子通信",5.68,-0.13,-2.2375
002447.SZ,*ST晨鑫,"互联网和相关服务,ST股,区块链,国产芯片,国产软件,海洋经济,电子竞技,网络安全,网络游戏",1.88,-0.04,-2.0833
002448.SZ,中原内配,"汽车制造业,军工,华为概念,无人驾驶,航天概念",7.26,0.41,5.9854
002449.SZ,国星光电,"计算机、通信和其他电子设备制造业,LED,MicroLED,MiniLED,人工智能,半导体,国产芯片,富时罗素,影视概念,标准普尔,植物照明,氮化镓,碳化硅,第三代半导体,融资融券,超清视频",9.63,-0.07,-0.7216
002451.SZ,摩恩电气,"电气机械和器材制造业,5G概念,举牌,债转股,充电桩,创投,新能源,融资融券,铁路基建,风能",7.18,0.13,1.844
002452.SZ,长高集团,"电气机械和器材制造业,充电桩,军工,智能电网,水利建设,特斯拉,特高压",7.03,0.23,3.3824
002453.SZ,华软科技,"软件和信息技术服务业,云计算,互联金融,口罩,国产软件,壳资源,字节概念,独角兽,苹果概念",15.34,0.5,3.3693
002454.SZ,松芝股份,"汽车制造业,储能,冷链物流,新能源车",9.59,-0.51,-5.0495
002455.SZ,百川股份,"化学原料和化学制品制造业,OLED,储能,新能源车,石墨烯,转债标的,钠离子电池,锂电池",18,-1.67,-8.4901
002456.SZ,欧菲光,"计算机、通信和其他电子设备制造业,3D摄像头,HS300_,MSCI中国,OLED,传感器,华为概念,富时罗素,小米概念,屏下摄像,无人驾驶,标准普尔,深圳特区,深成500,生物识别,纳米银,证金持股,超清视频,车联网",8.12,0.09,1.1208
002457.SZ,青龙管业,"非金属矿物制品业,参股银行,壳资源,水利建设,海绵城市",8.2,-0.01,-0.1218
002458.SZ,益生股份,"畜牧业,中证500,乳业,富时罗素,标准普尔,深成500,猪肉概念,融资融券,鸡肉概念",10.82,-0.35,-3.1334
002459.SZ,晶澳科技,"电气机械和器材制造业,HIT电池,MSCI中国,太阳能,富时罗素,深成500,深股通,特高压,股权激励",58.8,-2.17,-3.5591
002460.SZ,赣锋锂业,"有色金属冶炼和压延加工业,AH股,HS300_,MSCI中国,储能,固态电池,基金重仓,富时罗素,小金属,新材料,新能源车,无线耳机,标准普尔,深成500,深证100R,特斯拉,盐湖提锂,锂电池,预盈预增",171.61,-4.95,-2.8036
002461.SZ,珠江啤酒,"酒、饮料和精制茶制造业,中超概念,养老金,富时罗素,标准普尔,深成500",9.22,0.02,0.2174
002462.SZ,嘉事堂,"批发业,内贸流通,冷链物流,医疗器械,疫苗冷链,证金持股",13.04,0.01,0.0767
002463.SZ,沪电股份,"计算机、通信和其他电子设备制造业,5G概念,HS300_,MSCI中国,PCB,云计算,华为概念,国产芯片,富时罗素,新能源车,无人驾驶,标准普尔,深成500,融资融券,证金持股",11.82,-0.18,-1.5
002464.SZ,*ST众应,"互联网和相关服务,ST股,大数据,电商概念,网红直播,网络游戏",3.63,-0.04,-1.0899
002465.SZ,海格通信,"计算机、通信和其他电子设备制造业,2025规划,5G概念,MSCI中国,中证500,人工智能,养老金,军工,军民融合,分拆预期,北斗导航,华为概念,国产芯片,天基互联,富时罗素,智慧城市,标准普尔,深成500,物联网,航天概念,航母概念,虚拟现实",10.75,-0.32,-2.8907
002466.SZ,天齐锂业,"有色金属冶炼和压延加工业,MSCI中国,QFII重仓,刀片电池,固态电池,基金重仓,富时罗素,新材料,无人机,标准普尔,特斯拉,盐湖提锂,融资融券,证金持股,锂电池",108.5,-5.85,-5.1159
002467.SZ,二六三,"互联网和相关服务,RCS概念,VPN,一带一路,云计算,区块链,在线教育,富时罗素,小米概念,数据中心,物联网,网红直播,证金持股,远程办公,预亏预减",4.1,-0.03,-0.7264
002468.SZ,申通快递,"邮政业,RCEP概念,中证500,冷链物流,参股保险,富时罗素,快递概念,智能家居,机构重仓,标准普尔,深成500,融资融券,阿里概念",7.69,0.09,1.1842
002469.SZ,三维化学,"专业技术服务业,壳资源,太阳能,新材料,机构重仓,煤化工,电商概念,节能环保",6.71,-0.06,-0.8863
002470.SZ,*ST金正,"化学原料和化学制品制造业,ST股,乡村振兴,农业种植,化工原料,北交所概念,生态农业,磷化工,蚂蚁概念",2.9,-0.14,-4.6053
002471.SZ,中超控股,"电气机械和器材制造业,充电桩,创投,智能电网,石墨烯",3.42,0,0
002472.SZ,双环传动,"通用设备制造业,QFII重仓,创投,工业4.0,新能源车,智能机器,机构重仓,特斯拉,独角兽,铁路基建",19.4,-0.62,-3.0969
002473.SZ,*ST圣莱,"电气机械和器材制造业,机构重仓",5.58,0.04,0.722
002474.SZ,榕基软件,"软件和信息技术服务业,云计算,区块链,华为概念,国产软件,大数据,智慧政务,智能电网,核污染防治,物联网,网络安全,虚拟现实,远程办公",6.2,-0.11,-1.7433
002475.SZ,立讯精密,"计算机、通信和其他电子设备制造业,3D摄像头,5G概念,HS300_,MSCI中国,华为概念,基金重仓,富时罗素,新能源车,无线充电,无线耳机,智能家居,智能穿戴,标准普尔,深圳特区,深成500,深证100R,苹果概念,茅指数,证金持股,转债标的",33.53,-0.55,-1.6139
002476.SZ,宝莫股份,"化学原料和化学制品制造业,壳资源,天然气",4.99,0.14,2.8866
002478.SZ,常宝股份,"金属制品业,天然气,核能核电,油气设服,页岩气",4.66,-0.08,-1.6878
002479.SZ,富春环保,"电力、热力生产和供应业,QFII重仓,垃圾分类,富时罗素,节能环保",6.4,0.03,0.471
002480.SZ,新筑股份,"通用设备制造业,PPP模式,一带一路,储能,新能源车,氢能源,燃料电池,磁悬浮概念,超级电容,铁路基建",4.84,-0.06,-1.2245
002481.SZ,双塔食品,"食品制造业,人造肉,富时罗素,深成500,融资融券",10.34,-0.19,-1.8044
002482.SZ,广田集团,"建筑装饰和其他建筑业,光伏建筑一体化,富时罗素,标准普尔,深圳特区,电商概念,装配建筑,证金持股",2.68,-0.07,-2.5455
002483.SZ,润邦股份,"通用设备制造业,医废处理,海工装备,海洋经济,节能环保,风能",6.34,0.02,0.3165
002484.SZ,江海股份,"计算机、通信和其他电子设备制造业,5G概念,ETC,军工,华为概念,基金重仓,富时罗素,新能源车,石墨烯,被动元件,超级电容",19.29,0.91,4.951
002485.SZ,雪松发展,"纺织服装、服饰业,贬值受益",5.27,-0.08,-1.4953
002486.SZ,嘉麟杰,"纺织服装、服饰业,医疗器械,口罩,壳资源",2.71,-0.01,-0.3676
002487.SZ,大金重工,"金属制品业,东北振兴,互联金融,昨日涨停,水利建设,股权激励,风能",21.02,1.91,9.9948
002488.SZ,金固股份,"汽车制造业,充电桩,分拆预期,创投,区块链,太阳能,富时罗素,数字货币,新零售,无人驾驶,标准普尔,节能环保,融资融券,阿里概念",5.89,-0.07,-1.1745
002489.SZ,浙江永强,"家具制造业,C2M概念,IPO受益,创投,参股银行,地摊经济,富时罗素,标准普尔,电商概念,融资融券",3.57,0.01,0.2809
002490.SZ,山东墨龙,"专用设备制造业,AH股,举牌,天然气,标准普尔,油气设服,海工装备,股权转让,页岩气",5.36,-0.22,-3.9426
002491.SZ,通鼎互联,"电气机械和器材制造业,5G概念,北交所概念,大数据,富时罗素,标准普尔,网络安全,融资融券",4.23,-0.12,-2.7586
002492.SZ,恒基达鑫,"仓储业,创投,参股保险,快递概念,粤港自贸",5.79,-0.07,-1.1945
002493.SZ,荣盛石化,"化学纤维制造业,HS300_,MSCI中国,基金重仓,富时罗素,标准普尔,深成500,深证100R,预盈预增,高送转",20.8,-0.84,-3.8817
002494.SZ,华斯股份,"皮革、毛皮、羽毛及其制品和制鞋业,互联金融,地摊经济,大数据,电商概念,网红直播,节能环保,雄安新区",4.12,-0.03,-0.7229
002495.SZ,佳隆股份,"食品制造业,债转股,创投,独角兽",2.6,0.02,0.7752
002496.SZ,ST辉丰,"化学原料和化学制品制造业,医废处理,参股银行,电商概念",2.9,-0.03,-1.0239
002497.SZ,雅化集团,"化学原料和化学制品制造业,IPO受益,MSCI中国,军工,军民融合,基金重仓,富时罗素,成渝特区,智能机器,标准普尔,深成500,特斯拉,稀土永磁,融资融券,锂电池",38.47,0.39,1.0242
002498.SZ,汉缆股份,"电气机械和器材制造业,5G概念,IPO受益,充电桩,富时罗素,智能电网,标准普尔,核能核电,氢能源,深成500,燃料电池,特高压,融资融券,超导概念,量子通信",4.66,-0.03,-0.6397
002499.SZ,*ST科林,"电力、热力生产和供应业,ST股,太阳能,新能源,节能环保",5.41,0.07,1.3109
002500.SZ,山西证券,"资本市场服务,MSCI中国,中证500,互联金融,券商概念,富时罗素,标准普尔,深成500,证金持股",6.77,0.05,0.7441
002501.SZ,*ST利源,"有色金属冶炼和压延加工业,ST股,军工,机构重仓,苹果概念,铁路基建",2.29,0.01,0.4386
002502.SZ,鼎龙文化,"广播、电视、电影和影视录音制作业,参股银行,影视概念,手游概念,网络游戏,钛白粉",7.08,0.54,8.2569
002503.SZ,搜于特,"纺织服装、服饰业,RCEP概念,冷链物流,创投,口罩,在线教育,富时罗素,机构重仓,标准普尔,电商概念,网红直播,融资融券,转债标的",1.62,-0.04,-2.4096
002504.SZ,ST弘高,"建筑装饰和其他建筑业,ST股,军工,创投,昨日触板,虚拟现实",1.85,0.08,4.5198
002505.SZ,鹏都农牧,"批发业,中证500,乳业,内贸流通,富时罗素,标准普尔,深成500,猪肉概念,电商概念,融资融券,阿里概念",2.39,-0.08,-3.2389
002506.SZ,协鑫集成,"计算机、通信和其他电子设备制造业,HIT电池,中证500,储能,半导体,华为概念,太阳能,富时罗素,新能源,机构重仓,标准普尔,深成500,深股通,融资融券",4.15,-0.27,-6.1086
002507.SZ,涪陵榨菜,"食品制造业,MSCI中国,中证500,基金重仓,富时罗素,标准普尔,深成500,深股通,融资融券,超级品牌",27.48,0.92,3.4639
002508.SZ,老板电器,"电气机械和器材制造业,HS300_,MSCI中国,富时罗素,小米概念,标准普尔,深成500",34.02,0.02,0.0588
002510.SZ,天汽模,"汽车制造业,京津冀,军工,军民融合,新能源车,特斯拉,转债标的",4.24,-0.05,-1.1655
002511.SZ,中顺洁柔,"造纸和纸制品业,MSCI中国,中证500,口罩,基金重仓,婴童概念,富时罗素,标准普尔,深成500,深股通,融资融券",16.84,0.34,2.0606
002512.SZ,达华智能,"计算机、通信和其他电子设备制造业,一带一路,互联金融,债转股,华为概念,天基互联,小米概念,标准普尔,物联网,电子车牌,移动支付,融资融券,超清视频,量子通信",3.38,-0.06,-1.7442
002513.SZ,蓝丰生化,"化学原料和化学制品制造业,生态农业,蝗虫防治",5.16,-0.07,-1.3384
002514.SZ,宝馨科技,"金属制品业,医废处理,太阳能,智能电网,碳交易,节能环保",4.61,-0.27,-5.5328
002515.SZ,金字火腿,"农副食品加工业,人造肉,抖音小店,猪肉概念,电商概念,网红直播",5.16,-0.11,-2.0873
002516.SZ,旷达科技,"纺织业,万达概念,半导体,国产芯片,太阳能,新能源",5.16,-0.07,-1.3384
002517.SZ,恺英网络,"互联网和相关服务,云游戏,区块链,华为概念,手游概念,机构重仓,标准普尔,电子竞技,网络游戏,虚拟现实,融资融券",4.67,-0.11,-2.3013
002518.SZ,科士达,"电气机械和器材制造业,5G概念,储能,充电桩,太阳能,富时罗素,数据中心,深圳特区,锂电池",25.16,-1.61,-6.0142
002519.SZ,银河电子,"计算机、通信和其他电子设备制造业,充电桩,军工,军民融合,广电,新能源车,智能电视,机构重仓,超清视频",4.02,-0.05,-1.2285
002520.SZ,日发精机,"通用设备制造业,QFII重仓,大飞机,工业母机,智能机器,通用航空",9.79,-0.47,-4.5809
002521.SZ,齐峰新材,"造纸和纸制品业,融资融券",6.94,-0.17,-2.391
002522.SZ,浙江众成,"橡胶和塑料制品业,5G概念,专精特新,富时罗素,新材料,融资融券",8.3,0.07,0.8506
002523.SZ,天桥起重,"通用设备制造业,一带一路,核能核电,证金持股,风能",2.66,0.01,0.3774
002524.SZ,光正眼科,"卫生,PPP模式,一带一路,创投,医疗美容,参股保险,壳资源,天然气,装配建筑",11.57,0.8,7.428
002526.SZ,山东矿机,"专用设备制造业,军工,无人机,智能机器,网络游戏,降解塑料",2.35,-0.06,-2.4896
002527.SZ,新时达,"电气机械和器材制造业,2025规划,工业4.0,智能机器,燃料电池,转债标的",10.13,0.08,0.796
002528.SZ,英飞拓,"计算机、通信和其他电子设备制造业,5G概念,区块链,华为概念,国家安防,富时罗素,智慧城市,智慧政务,智能家居,深圳特区,生物识别,纾困概念",3.46,-0.05,-1.4245
002529.SZ,海源复材,"通用设备制造业,3D打印,壳资源,太阳能,新能源,新能源车",20.12,-0.13,-0.642
002530.SZ,金财互联,"互联网和相关服务,互联金融,区块链,华为概念,大飞机,富时罗素,数字货币,标准普尔,深股通,阿里概念",6.84,-0.22,-3.1161
002531.SZ,天顺风能,"电气机械和器材制造业,养老金,富时罗素,新能源,昨日触板,标准普尔,深成500,融资融券,风能",18.53,1.58,9.3215
002532.SZ,天山铝业,"通用设备制造业,中证500,基本金属,富时罗素,深成500,深股通",11.55,-0.2,-1.7021
002533.SZ,金杯电工,"电气机械和器材制造业,充电桩,冷链物流,新能源车,智能电网,核能核电,特斯拉,特高压,磁悬浮概念,证金持股,铁路基建",8.12,0.03,0.3708
002534.SZ,杭锅股份,"通用设备制造业,储能,创投,太阳能,核能核电,深股通,燃料电池,节能环保",23.45,1.72,7.9153
002535.SZ,ST林重,"专用设备制造业,ST股,储能,军工,北斗导航,壳资源,智能机器,油气设服,燃料电池,生物识别,锂电池,页岩气",1.84,-0.04,-2.1277
002536.SZ,飞龙股份,"汽车制造业,人工智能,军工,国产芯片,新能源车,无人机,燃料电池",9.75,0.12,1.2461
002537.SZ,海联金汇,"通用设备制造业,RCS概念,互联金融,区块链,大数据,富时罗素,数字货币,新能源车,标准普尔,深股通,特斯拉,移动支付,融资融券",5.67,-0.02,-0.3515
002538.SZ,司尔特,"化学原料和化学制品制造业,农业种植,工业互联,生态农业,磷化工,融资融券",13.68,0.05,0.3668
002539.SZ,云图控股,"化学原料和化学制品制造业,富时罗素,深股通,生态农业,电子竞技,磷化工,社保重仓",22.48,1.08,5.0467
